Topic,Audience,Title,Format,Date,Year,Month,MediaType,FileType,Publisher,Link,PropertyType,Author,Source,PublicationTitle,Neighborhood,City,County,State,city_state,latitude,longitude,geo_accuracy,Country,Description,Descrtiption Length,Rights,Language,Tags
Public Policy,General,Building Codes vs Preservation of Historic Property,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Codes_TAR_Building-Codes-vs-Preservation-of-Property_Stalko_Winter-1992.pdf,,,,The Alliance Review,,,,,,,,,United States,This article provides insight on how to implement present-day building codes for historic buildings.,,,English,Building Codes
Public Policy,General,Cities “Get Smart” Without State Initiatives,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Codes_TAR_Get-Smart-Without-State-Incentives_2003.pdf,,,,The Alliance Review,,,,,,,,,United States,This article supplies information on the benefits of using Smart Codes – building codes meant to encourage alteration and reuse of existing buildings – when establishing or amending municipal building codes.,,,English,Building Codes
Public Policy,General,Smart Codes in Your Community,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Codes_TAR_Smart-Codes-in-Your-Community_HUD_2003.pdf,,,,The Alliance Review,,,,,,,,,United States,"This report provides an overview of general laws and regulations that govern the use and reuse of existing buildings. The report also supplies examples of efforts to reduce the complexity of laws and regulations pertaining to existing buildings, and provides possible strategies to implement reinvestment in the existing building infrastructure.",,,English,Building Codes
Public Policy,General,Regulations to Prevent Demolitions & Avoid Taking,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Demo-by-Neglect_Regulations-to-Prevent-Demo-Avoid-Taking_Bowers.pdf,,,,The Alliance Review,,,,,,,,,United States,"Published by the City of Dallas, this document provides the process by which an owner may apply for permission to tear down a neglected building, on what basis the ruling commission must act, and the process by which someone can appeal the commission’s decision.",,,English,Demolition by Neglect
Public Policy,General,Sample Ordinances,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Demo-by-Neglect_Sample-Ordinances_DC-Detroit-New-Orleans.pdf,,,,The Alliance Review,,,,,,,,,United States,"This document looks at the cities of New York, Detroit, and New Orleans and their respective ordinances pertaining to demolition by neglect.",,,English,Demolition by Neglect
Planning and Development,General,New Exterior Additions to Historic Buildings,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/NCI_TAR_Additions_Grimmer_MayJune2012.pdf,,,,The Alliance Review,,,,,,,,,United States,"This article talks about the improvements of and changes to the revised Preservation Brief 14, which deals with how to appropriately apply exterior additions.",,,English,New Construction
Planning and Development,General,Growing Pains,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/NCI_TAR_GrowingPains_Baldock_MayJune2012.pdf,,,,The Alliance Review,,,,,,,,,United States,Controlling Additions in Historic Neighborhoods (The Alliance Review),,,English,New Construction
Planning and Development,General,Regulating New Construction in Historic Districts: Contemporary Design,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/NCI_TAR_Regulating-New-Construction-in-His-Districts-Contemporary-Design_Gorski_2011.pdf,,,,The Alliance Review,,,,,,,,,United States,Contemporary Design (The Alliance Review),,,English,New Construction
Planning and Development,General,Why Say “No” to Vinyl Windows,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/No-vinyl-pamphlet.pdf,,,,The Alliance Review,,,,,,,,,United States,"Presented in a pamphlet by the Albany (NY) Landmark Advisory Commission, this document looks at a number of reasons why vinyl windows are a poor replacement for historic wood windows.",,,English,Substitute Materials
Planning and Development,General,Developing a Materials Evaluation Methodology,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Sustainability_Developing-A-Materials-Evaluation-Methodology-Part-1-2.pdf,,,,The Alliance Review,,,,,,,,,United States,"This two part article looks at how to effectively address a number of concerns when evaluating the benefits of substitute materials. These concerns vary in topic, and include durability, price, and sustainability.",,,English,Substitute Materials
Planning and Development,General,Vinyl is Not Final,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/Vinyl-Siding_Kansas-Preservation_Vinyl-is-Not-Final_julaug-2003.pdf,,,,The Alliance Review,,,,,,,,,United States,"This article, published by the Kansas State Historical Society, provides information on the many downfalls of vinyl siding as a replacement for historic siding materials.",,,English,Substitute Materials
Planning and Development,General,What Replacement Windows Can’t Replace,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/2013/08/what-replacement-windows-cant-replace.pdf,,,,The Alliance Review,,,,,,,,,United States,The Real Cost of Removing Historic Windows,,,English,Substitute Materials
Public Policy,General,Establishing a Demolition by Neglect Ordinance,,,,,Publication,PDF,National Alliance of Preservation Commissions,http://napcommissions.org/wp-content/uploads/Demo-by-Neglect_TAR_Establishing-an-Ordinace_Becker_FebMar-1999.pdf,,,,The Alliance Review,,,,,,,,,United States,This article covers the fundamental legal principles and key components of a demolition by neglect ordinance.,,,English,Demolition by Neglect
